,Dealer,Company,VIP,FEIN,Unnamed: 4,DNI,Peripherals,Service,Owner,Unit ID,Unit,Unit Type,Carrier,Unnamed: 13,Monthly Fee,Billing Group,Billing Period,Last Service Paid Until,Service Paid Until,Serial Number,IMEI,Bill To,Status,Event,Assigned To Company On,Last Event Date,Last Contact On,Last Event Address
18238,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VT0,0VT0,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185622,354514101464123,,Active,Ignition OFF,7/4/2023 6:07:37 AM,6/10/2024 9:23:08 PM,6/11/2024 4:00:42 PM,"Pasaje 41-61, San Isidro, Lima, Lima [Province], Perú"
18239,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VT5,0VT5,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185680,354514101461350,,Active,Input 1 OFF,1/1/1900 12:00:00 AM,3/15/2023 3:17:37 PM,3/15/2023 3:18:07 PM,"Av Republica De Panama-36, San Isidro, Lima, Lima [Province]"
18240,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VT6,0VT6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185677,354514101465070,,Active,POWER UP,1/1/1900 12:00:00 AM,2/4/2023 5:58:59 AM,3/22/2023 3:10:34 PM,Gulf of Guinea
18241,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VWU,0VWU,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185972,352556101911993,,Active,Input 1 ON,1/1/1900 12:00:00 AM,2/15/2023 8:42:58 PM,6/13/2024 3:56:01 PM,"Av. Cantoral-35, San Juan De Lurigancho, Lima, Lima [Province], Perú"
18243,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VX0,0VX0,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0VX0,0VX0,,Active,Ignition ON,5/12/2023 11:51:33 AM,5/9/2023 4:29:08 PM,5/15/2023 6:25:49 PM,Gulf of Guinea
18244,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VX3,0VX3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185966,354514101470336,,Active,Ignition OFF,6/26/2023 1:55:33 PM,6/10/2024 6:36:15 PM,6/11/2024 4:02:16 PM,Gulf of Guinea
18245,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VX4,0VX4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185974,354514101453126,,Active,Input 1 ON,11/6/2023 10:00:52 AM,6/10/2024 9:23:07 PM,6/11/2024 3:32:29 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18246,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0VX6,0VX6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,000034422996,358014091505577,,Active,Power OFF,3/5/2023 7:57:42 AM,6/2/2023 3:23:48 PM,6/2/2023 3:25:13 PM,"Av Evitamiento-88, Independencia, Lima, Lima [Province], Perú"
18247,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W42,0W42,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,53135135135,1351351,,Active,Ignition ON,3/19/2023 7:01:25 AM,3/19/2023 10:49:40 AM,4/1/2024 6:33:24 PM,Gulf of Guinea
18248,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W44,0W44,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,0W44,0W44,,Active,Parked,7/17/2023 8:25:51 AM,7/17/2023 5:04:34 PM,7/17/2023 5:04:43 PM,"Los Halcones, Lima 15047, Peru"
18249,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W4M,F9S-727,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,"29,99",,Monthly,11/9/2024 12:00:00 AM,11/9/2027 12:00:00 AM,1363185971,354514101470385,,Active,Towing/Drifting?,4/21/2025 10:54:59 AM,3/14/2025 1:50:07 PM,4/21/2025 3:03:36 PM,"Antigua Panamericana Sur-74, Lurin, Lima, Lima [Province]"
18250,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W55,0W55,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185990,352556102100380,,Active,Travel Start,1/1/1900 12:00:00 AM,3/10/2023 5:43:58 PM,3/10/2023 5:44:22 PM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18251,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W5W,0W5W,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",INTERNAL USE,Monthly,1/30/2024 12:00:00 AM,2/29/2024 12:00:00 AM,1363184607,352556102083461,,Active,POWER UP,6/10/2024 8:57:23 AM,6/10/2024 6:56:10 PM,6/14/2024 9:26:57 AM,Gulf of Guinea
18252,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W6V,18,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,11/2/2024 12:00:00 AM,12/1/2024 12:00:00 AM,1363186050,352556102101727,,Active,Ignition OFF,11/2/2024 12:12:25 PM,11/27/2024 12:28:56 PM,11/27/2024 12:32:40 PM,Gulf of Guinea
18253,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W6W,0W6W,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0W6W,0W6W,,Active,Idle - Stop,10/28/2023 9:32:28 AM,10/28/2023 1:29:54 PM,10/28/2023 1:30:13 PM,"Pe-3n PE-3N,5, Cajamarca, Cajamarca, Cajamarca, Perú"
18254,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7L,09,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,1363186034,354514101457531,,Active,Ignition OFF,11/2/2024 10:57:02 AM,11/2/2024 2:56:33 PM,11/2/2024 3:05:03 PM,Gulf of Guinea
18255,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7M,21,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363186047,352556102100562,,Active,,11/4/2024 5:27:42 AM,11/4/2024 10:25:14 AM,6/26/2024 8:38:03 AM,7791 NW 46TH ST
18257,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W7Q,0W7Q,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363186033,352556102055329,,Active,Ignition ON,1/1/1900 12:00:00 AM,4/11/2023 5:24:12 PM,4/11/2023 5:24:13 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18258,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7R,35,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185625,354514101460964,,Active,Ignition OFF,11/4/2024 3:59:14 AM,11/4/2024 8:58:15 AM,11/4/2024 9:01:05 AM,Gulf of Guinea
18259,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7S,48,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,1363186051,352556102100760,,Active,Ignition OFF,11/2/2024 11:36:18 AM,11/2/2024 3:36:41 PM,11/2/2024 3:40:45 PM,"SR-826, Miami, FL 33166"
18260,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7T,46,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363186049,352556102100265,,Active,POWER UP,11/2/2024 11:57:05 AM,11/2/2024 3:41:26 PM,11/2/2024 3:41:41 PM,Gulf of Guinea
18261,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7U,19,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,1363186039,354514101455246,,Active,Ignition OFF,11/4/2024 3:02:55 AM,11/4/2024 8:00:57 AM,11/4/2024 8:06:18 AM,Gulf of Guinea
18262,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W7W,AUT-901,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,7/3/2024 12:00:00 AM,8/2/2024 12:00:00 AM,1363186042,352556102002560,,Active,POWER UP,9/9/2024 1:28:12 PM,9/9/2024 5:27:50 PM,9/9/2024 5:48:45 PM,Gulf of Guinea
18263,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W8A,16,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185591,354514101464453,,Active,Ignition OFF,11/4/2024 3:49:34 AM,11/4/2024 8:56:36 AM,11/4/2024 8:56:59 AM,"SR-826, Miami, FL 33166"
18264,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W8D,53,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185629,354514101466011,,Active,POWER UP,11/4/2024 5:08:11 AM,11/4/2024 10:07:20 AM,11/4/2024 10:07:20 AM,"SR-826, Miami, FL 33166"
18265,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W8F,04,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185595,354514101461392,,Active,POWER UP,11/4/2024 4:14:21 AM,11/4/2024 9:11:49 AM,11/4/2024 9:14:04 AM,Gulf of Guinea
18266,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W8G,0W8G,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400591,354514101226753,,Active,Idle - Stop,4/11/2023 5:42:42 AM,4/11/2023 9:28:17 AM,4/11/2023 9:38:09 AM,Gulf of Guinea
18267,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W8J,05,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185593,354514101464792,,Active,POWER UP,11/4/2024 4:03:41 AM,11/4/2024 9:05:29 AM,11/4/2024 9:05:29 AM,"SR-826, Miami, FL 33166"
18268,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0W8L,17,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185638,354514101466516,,Active,POWER UP,11/4/2024 5:14:34 AM,11/4/2024 10:13:40 AM,11/4/2024 10:13:41 AM,"SR-826, Miami, FL 33166"
18269,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0W8M,0W8M,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400380,354514101225136,,Active,Idle - Stop,4/29/2023 4:43:49 AM,4/29/2023 8:39:45 AM,4/29/2023 8:39:47 AM,"Av Pe-1n, Lambayeque, Lambayeque, Lambayeque, Perú"
18270,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL0,0WL0,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764384399a,358077093317630b,,Active,Idle Alert,7/5/2023 8:25:36 AM,7/10/2023 11:22:07 AM,7/10/2023 11:22:32 AM,"Av Sol, Villa El Salvador, Lima, Lima [Province], Perú"
18271,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL2,0WL2,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764383350a,358077093175145b,,Active,Idle Alert,7/5/2023 8:27:02 AM,7/15/2023 10:32:02 AM,7/15/2023 10:32:15 AM,"Cl7-64, San Juan De Lurigancho, Lima, Lima [Province], Perú"
18272,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL4,0WL4,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764413134,352556102276248,,Active,Ignition OFF,7/5/2023 8:27:58 AM,9/13/2023 7:38:46 PM,9/13/2023 7:39:04 PM,"Alameda San Marcos-32, Chorrillos, Lima, Lima [Province], Perú"
18273,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL5,0WL5,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764401321,354514101088112,,Active,Input 1 ON,7/5/2023 8:28:31 AM,8/4/2023 4:33:57 PM,8/6/2023 6:03:04 PM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18274,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL6,0WL6,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764383353a,358077093348981b,,Active,Ignition OFF,7/5/2023 8:29:24 AM,7/13/2023 1:51:01 PM,7/13/2023 1:51:11 PM,"Cl7-61, San Juan De Lurigancho, Lima, Lima [Province], Perú"
18276,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WL9,0WL9,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",CLARO-PE,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,412,4r24r3r23r,,Active,,7/5/2023 8:30:20 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
18277,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WLB,0WLB,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,,,"29,99",INTERNAL USE,Monthly,11/16/2021 7:30:33 PM,12/15/2021 7:30:33 PM,,,,Active,,7/5/2023 8:30:38 AM,1/1/1900 12:00:00 AM,3/16/2025 8:17:16 AM,
18280,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WLR,0WLR,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4634529073a,351628098885596b,,Active,Parked,7/5/2023 10:37:12 AM,8/14/2023 1:00:37 PM,8/14/2023 1:01:20 PM,"Unnamed Road, Distrito de Lima, Peru"
18281,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WLV,0WLV,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,0WLV,0WLV,,Active,Parked,7/5/2023 10:38:15 AM,7/17/2023 5:40:47 PM,7/17/2023 5:41:15 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18282,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WLW,0WLW,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,0WLW,0WLW,,Active,Parked,7/5/2023 10:38:50 AM,7/14/2023 7:03:30 PM,7/14/2023 7:03:51 PM,"Juan Torres Higueras 122, Surquillo 15038, Peru"
18283,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WLX,0WLX,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,0WLX,0WLX,,Active,Parked,7/5/2023 10:39:21 AM,7/14/2023 5:20:32 PM,7/14/2023 5:21:02 PM,"Clb-31, Surquillo, Lima, Lima [Province], Perú"
18284,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WM0,0WM0,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764383817a,358077093347132b,,Active,Idle Alert,7/5/2023 10:39:52 AM,8/3/2023 7:51:58 PM,8/3/2023 7:52:22 PM,"Av Puente Llanos, Ate Vitarte, Lima, Lima [Province], Perú"
18285,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WM1,0WM1,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764384196a,358077093312771b,,Active,Parked,7/5/2023 10:40:20 AM,8/2/2023 4:11:16 PM,8/2/2023 4:11:25 PM,"Cl7-80, San Juan De Lurigancho, Lima, Lima [Province], Perú"
18286,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WM3,0WM3,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764384220a,358077093192603b,,Active,Parked,7/5/2023 10:40:36 AM,8/1/2023 8:57:36 PM,8/1/2023 8:57:46 PM,"Av Pe-1n Km 580, Chicama, Ascope, La Libertad, Perú"
18287,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WM4,0WM4,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4634461904,351628095457910,,Active,Parked,7/5/2023 10:40:49 AM,7/17/2023 8:46:31 PM,7/17/2023 8:46:39 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18288,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WM5,0WM5,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,4764384724a,358077093135842y,,Active,Idle - Stop,7/5/2023 10:41:03 AM,7/22/2023 4:49:28 PM,7/22/2023 4:49:43 PM,"Av Jose Artigas, Trujillo, Trujillo, La Libertad, Perú"
18289,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WM6,0WM6,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"29,99",,Monthly,11/2/2024 12:00:00 AM,12/1/2024 12:00:00 AM,S2-M007693-16IR,868574042950571,,Active,Idle Alert,11/2/2024 9:04:40 AM,2/26/2025 9:43:45 PM,2/26/2025 9:43:55 PM,"Pi-102, Paita, Paita, Piura"
18292,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WMP,42,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185632,354514101465971,,Active,,11/4/2024 5:23:56 AM,11/4/2024 10:22:36 AM,11/4/2024 10:18:19 AM,7791 NW 46TH ST
18293,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WMQ,10,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,1363185173,354514101465625,,Active,Ignition ON,11/2/2024 12:02:08 PM,11/2/2024 4:03:26 PM,11/2/2024 4:03:21 PM,"Pe-3n-4, Cajamarca, Cajamarca, Cajamarca"
18294,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WMT,08,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185170,354514101463547,,Active,Drive,11/4/2024 3:09:11 AM,11/4/2024 8:09:46 AM,11/4/2024 8:09:46 AM,"Pe-3n, Cajamarca, Cajamarca, Cajamarca"
18295,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WMV,01,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185983,354514101462028,,Active,POWER UP,11/4/2024 4:52:40 AM,11/4/2024 9:51:48 AM,11/4/2024 9:51:42 AM,"SR-826, Miami, FL 33166"
18296,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WMW,44,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185169,352556102057648,,Active,Ignition OFF,11/4/2024 5:42:50 AM,11/4/2024 10:52:44 AM,11/4/2024 10:52:53 AM,"SR-826, Miami, FL 33166"
18297,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN0,22,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363184923,352556102055246,,Active,POWER UP,11/4/2024 5:30:27 AM,11/4/2024 10:30:28 AM,11/4/2024 10:30:28 AM,"VFV8+FP Tamborapa Pueblo, Peru"
