Dealer;Company;VIP;FEIN;DNI;Peripherals;Service Name;Owner;Unit ID;Unit;Unit Type;Carrier;Monthly Fee;Billing Group;Billing Period;Last Srv Paid Until;Service Paid Until;Serial #;Phone Number;Sim Number;IMEI;Bill To;Status;Last Event;Assigned To Company;Last Event Date;Last Contact On;Last Event Address
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;104D;C6F-799/VENDIDA;Enfora UDP-ACK-BIN;MOVISTAR PE;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;;;;B;;Active;Parked;12/7/2020 6:48:40 AM;11/13/2019 10:04:50 PM;3/16/2025 8:17:16 AM;Interoceanica PE-34B,, Potoni, Azangaro, Puno
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;104L;104L;GenX 5P;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;4/11/2022 12:00:00 AM;5/10/2022 12:00:00 AM;000034410889;333333333333;8951101432007306037;359316074092021;;Active;First Fix;1/13/2020 2:24:20 PM;12/28/2023 10:32:18 AM;12/28/2023 10:32:37 AM;Pe-1sd, Mollendo, Islay, Arequipa, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;10QX;ANA-838;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764413401;991582511;8951101632870696238;352556102351363;;Active;Drive;3/5/2025 4:54:29 AM;9/30/2024 5:29:05 PM;10/7/2024 8:43:27 AM;Av Industrial-94, Independencia, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Passenger Counter, Panic Button,;PLAN PROFESIONAL;Client;118D;STOCK;Enfora UDP-ACK-BIN;MOVISTAR PE;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;;968297256;8951064141201115327;012642000919360;;Active;;12/7/2020 6:37:41 AM;7/20/2020 5:48:28 AM;3/16/2025 8:17:16 AM;7201 SW 122nd Pl, Miami, FL 33183
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;118M;BPC-722 Juan Diego;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;INTERNAL USE;Monthly;9/5/2023 12:00:00 AM;10/4/2023 12:00:00 AM;4764413687;;895110163263067288;352556102296287;;Active;Parked;3/26/2024 5:43:24 AM;4/4/2024 10:35:35 PM;4/4/2024 10:35:52 PM;Huancabamba-26, San Juan De Miraflores, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;119D;119D;CalAmp 2630 - HSPA -LMU26H3001-G1000;CLARO-PE;29,99;INTERNAL USE;Monthly;4/13/2022 12:00:00 AM;5/12/2022 12:00:00 AM;1504;1504;1504;1504;;Active;;4/4/2023 12:49:54 PM;4/4/2023 4:47:34 PM;4/4/2023 4:46:34 PM;7791 NW 46TH ST
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11J2;AVD-707;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764428734;997995I5I44;8951101639368467170;354514102534130;;Active;Parked;5/29/2025 2:46:44 PM;6/12/2025 7:35:02 AM;6/12/2025 7:35:32 AM;San Francisco Solano-60, Rimac, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;11NY;BPH-767/SEGURIDAD;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;MOVISTAR MX;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764429290;345901017991141;8934071100300976523;354514102545805;;Active;Parked;4/30/2025 11:14:32 AM;4/25/2025 7:15:24 PM;4/25/2025 7:15:30 PM;G33F+5F Pacora, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;11OT;T8F-909/SANIDAD.V 2;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;MOVISTAR MX;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764429293;345901017983332;8934071100300977026;354514102530575;;Active;Parked;4/30/2025 5:29:36 AM;4/25/2025 7:15:24 PM;4/25/2025 7:15:33 PM;G33F+5F Pacora, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11R7;11R7;Queclink GV300W;CLARO-PE;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M005697-11R7;964341360;8951101639836162205;863457051712147;;Active;Power OFF;12/27/2024 11:20:20 AM;9/16/2024 7:26:18 PM;9/16/2024 7:27:06 PM;GFX2+H4G, Jacobo Hunter 04011, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Temp. Sensor, Panic Button,;PLAN PROFESIONAL;Client;11RP;11RP;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;29,99;;Monthly;12/20/2024 12:00:00 AM;1/18/2025 12:00:00 AM;4764429035;940007674;354514102545367;354514102545367;TSO INVENTARIO DISPONIBLE PERU;Active;Parked;12/20/2024 3:46:34 AM;12/19/2024 5:18:46 PM;12/19/2024 5:19:00 PM;Via Principal-74, Casma, Casma, Ancash
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11V9;VAR-713 GV-300;Queclink GV300W;CLARO-PE TSO;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M005697-11V9;972582259;8951101630842402206;863457051713012;;Active;Power OFF;5/22/2025 8:35:38 AM;4/28/2025 1:39:22 PM;4/28/2025 1:39:38 PM;Av Pe-34 A-53, Cerro Colorado, Arequipa, Arequipa, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11W5;VAQ-800 GV-300;Queclink GV300W;CLARO-PE TSO;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M005697-11W5;972582500;8951101630842402222;863457051710364;;Active;Drive;5/22/2025 11:02:48 AM;4/19/2025 11:48:48 PM;4/19/2025 11:50:00 PM;Av Espinar-Sicuani, Espinar, Espinar, Cusco, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11XE;11XE;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;9/5/2023 12:00:00 AM;10/4/2023 12:00:00 AM;4764428842;964393012;8951101630746234887;354514102540061;;Active;Idle - Stop;9/25/2024 3:58:38 PM;9/25/2024 2:07:22 PM;9/25/2024 2:07:39 PM;Av Nestor Gambetta-48, Callao, Callao, Callao
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;11XH;VAQ-882 GV-300;Queclink GV300W;CLARO-PE TSO;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M005697-11XH;972583609;8951101630842402255;863457051712303;;Active;Power OFF;5/22/2025 8:38:11 AM;4/28/2025 4:26:28 PM;4/28/2025 4:26:56 PM;Av Vidaurrazaga, Jose Luis Bustamante Y Rivero, Arequipa, Arequipa
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;127Y;C6R-726 Talara;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;11/14/2019 12:59:54 AM;12/13/2019 12:59:54 AM;000034422125;966379407;895110163223037327;359315075175843;;Active;Power Cut;11/27/2019 3:39:21 AM;7/23/2019 10:48:01 AM;7/23/2019 10:51:58 AM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;13XJ;13XJ;VidFleet 4K;CLARO-PE;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;6B301GLJ;993421705;895110163087321807;6B301GLJ;;Active;Ignition OFF;12/20/2024 9:20:51 AM;12/2/2024 5:34:48 AM;12/2/2024 5:45:48 AM;145 5N, Bongara, Amazonas
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;14V1;VBZ-958 VIDFLEET;VidFleet 4K;CLARO-PE;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;6B301GMZ;967977069;895110163087460916;6B301GMZ;;Active;Ignition OFF;4/7/2025 10:43:48 AM;4/7/2025 2:41:27 PM;4/7/2025 2:51:36 PM;051, Mollendo 04416, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;14WV;14WV;VidFleet 4K;CLARO-PE;29,99;INTERNAL U;Monthly;5/13/2025 12:00:00 AM;6/11/2025 12:00:00 AM;6B3013XG;967956535;895110163087460896;6B3013XG;;Active;Ignition OFF;5/13/2025 4:58:33 AM;2/24/2025 7:48:07 PM;2/24/2025 7:59:42 PM;X3F8+RQ9, Ate 15498, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;160J;D1B-703 Camioneta;Enfora UDP-ACK-BIN;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;NSA12053B1065;;;012642001643894;;Active;Ignition OFF;12/7/2020 8:06:17 AM;9/17/2018 1:45:45 PM;9/17/2018 1:52:24 PM;Calle 3 , Villa El Salvador, Provi,
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;160U;160U;Enfora UDP-ACK-BIN;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;NSA12053B0482;989710006;8951100322079113695F;012642001643605;;Active;Ignition OFF;12/7/2020 8:12:47 AM;12/8/2017 1:19:26 PM;12/8/2017 1:32:36 PM;Av Pe-22 Km 1, San Mateo, Huarochiri, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;161A;D2I-776/VENDIDA;Enfora UDP-ACK-BIN;MOVISTAR PE;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;NSA12053B1012;950533814;8951064141201170215;012642001642938;;Active;Parked;12/7/2020 6:50:31 AM;2/14/2019 8:53:50 AM;2/14/2019 8:54:41 AM;Pe-18a-61, Chinchao, Huanuco, Huánuco
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;16BK;BMH-919;Queclink GV55W;CLARO-PE;29,99;INTERNAL U;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M007693-16BK;943553576;895110163090678216;868574042848239;;Active;Parked;3/14/2025 6:40:38 AM;3/4/2025 5:35:32 PM;3/4/2025 5:35:48 PM;Panamericana Norte, José Leonardo Ortiz, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;16EB;16EB;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;29,99;INTERNAL U;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764428885;961298069;8951100312213772522;354514102301985;;Active;Parked;3/7/2025 3:32:39 AM;3/7/2025 10:48:28 AM;3/7/2025 10:48:41 AM;Monaco, Trujillo, Trujillo, La Libertad, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;16II;ALI-739;Queclink GV55W;CLARO-PE;29,99;INTERNAL U;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M007693-16II;949282335;895110163092934532;868574042942370;;Active;Power OFF;2/13/2025 11:35:41 AM;2/14/2025 7:52:08 AM;2/14/2025 7:52:40 AM;4XGG+C56, Carabayllo 15319, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;16IR;T8T-940;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;INTERNAL U;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;4764385283;972590868;8951101630726669672;358077093304414;;Active;Ignition ON;3/7/2025 10:54:18 AM;2/28/2025 1:58:27 AM;2/28/2025 2:00:02 AM;Av Pe-1nj Km 102, Olmos, Lambayeque, Lambayeque, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;175C;AHK-779/MARCIAL V;Enfora UDP-ACK-BIN;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;NSA12040B1211;;;012642001419576;;Active;Parked;3/6/2018 10:30:22 AM;9/26/2017 6:00:10 PM;9/26/2017 6:01:00 PM;Via Uchuccarco, Velille, Chumbivilcas, Cusco
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;175O;175O;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;4/13/2022 12:00:00 AM;5/12/2022 12:00:00 AM;4764413652a;989028761d;8951101630726669326c;352556102516932b;;Active;POWER UP;1/31/2023 4:45:17 AM;7/17/2023 5:44:12 PM;8/7/2023 8:07:17 AM;Gulf of Guinea
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;188D;B5E-783/BAJA;GenX 656BV;MOVISTAR PE;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;;;;;;Active;Parked;12/7/2020 8:14:05 AM;5/8/2016 12:55:09 AM;3/16/2025 8:17:16 AM;1688 Calle 1
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;188L;C7Z-738;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003906786;992792795;8951101632045961806;358696044123712;;Active;Parked;3/22/2019 6:29:56 AM;3/22/2019 9:51:13 AM;3/22/2019 9:52:18 AM;Av. Mariscal Domingo Neito 142, Lima, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;188M;C2L-856;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003906787;989344680;8951101632045961798;358696044123704;;Active;Ignition OFF;4/11/2019 5:12:18 AM;4/11/2019 8:57:42 AM;4/11/2019 8:57:47 AM;Prolongacion Mariscal Nieto-78, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;188P;C5M-995 Cist 30M;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003906790;941675225;8951101330030798131F;358696044118902;;Active;Ignition OFF;12/7/2020 8:07:22 AM;7/25/2018 7:06:28 PM;7/25/2018 7:08:10 PM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Renting;18FG;18FG;Queclink GV55W;CLARO-PE TSO;29,99;;Monthly;7/22/2024 12:00:00 AM;7/21/2025 12:00:00 AM;S2-M007693-18FG;961445123;895110163996878660;868574042959051;;Active;Power OFF;5/15/2025 7:48:39 AM;3/12/2025 2:40:03 PM;3/12/2025 2:40:25 PM;Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;199A;199A CRISTIAN JULCAM;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962600;989343731;8951100329183049988F;353816056251947;;Active;Power Cut;1/22/2019 11:04:05 AM;1/12/2019 10:46:10 AM;1/12/2019 10:45:52 AM;Avenida Mesones Muro
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;237B;237B PERU ADAMS;Enfora UDP-ACK-BIN;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;NSA12048B2503;;;012642001563753;TSO TRANSITO LABORATORIO;Active;Ignition ON;8/21/2018 7:52:08 AM;7/6/2018 9:19:30 AM;7/6/2018 9:40:12 AM;Pico Palla Palla-52, Chorrillos, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;237C;D9O-815 Baños 3.2M;Enfora UDP-ACK-BIN;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;NSA12048B2664;979355813;8951100322141683865F;012642001563688;;Active;Power Cut;4/23/2018 5:46:10 AM;4/21/2018 6:59:25 PM;4/21/2018 7:03:22 PM;Via Principal, Ventanilla, Callao, Callao
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;240J;240J;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;INTERNAL USE;Monthly;4/13/2022 12:00:00 AM;5/12/2022 12:00:00 AM;4764412592;965493703;895110163965493703;352556102459091;;Active;Idle Alert;1/31/2023 4:48:04 AM;2/23/2023 3:58:58 PM;2/23/2023 3:59:17 PM;Jose Galvez-13, Independencia, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;264X;B6J-925 VENDIDO;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;;;;;;Active;Parked;12/7/2020 6:49:20 AM;3/20/2019 10:12:56 PM;3/16/2025 8:17:16 AM;Av Pe-1s Km 570, Marcona, Nazca, Ica
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;265F;LIMA 265F ADAMS;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;NSA12049B2777;994678444;8951100122148225326;012642001564231;;Active;Ignition OFF;1/17/2019 12:21:38 PM;4/4/2019 4:54:39 PM;4/4/2019 4:56:08 PM;San Javier-22, Chorrillos, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;281Z;B8T-906;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;10/22/2019 6:10:35 PM;11/21/2019 6:10:35 PM;000003919946;989452270;8951100320145013808F;355233050998515;;Active;Parked;10/28/2019 7:16:47 AM;10/5/2019 11:58:24 AM;10/5/2019 12:05:16 PM;10 10 Atahualpa Fray Martin De Porres Fray Martin De Porres
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;282E;SH-50 D4W-806;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003919954;949115013;8951100313213278957F;355233051001814;;Active;Parked;12/7/2020 6:41:05 AM;7/16/2020 2:31:39 PM;7/16/2020 2:32:06 PM;Santa Isabel-9, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;287B;C2F-898/BAJA;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003940086;;;355233055838534;;Active;Parked;12/7/2020 6:36:21 AM;7/6/2023 12:06:36 AM;7/6/2023 12:06:36 AM;Via Principal, Callao, Callao, Callao
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;290N;290N;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;9/18/2019 5:47:39 PM;10/17/2019 5:47:39 PM;000034731390;987246668;895110163234540742;357520075866232;;Active;Ignition OFF;9/2/2019 2:10:38 PM;9/13/2019 1:20:34 PM;9/13/2019 1:26:41 PM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;299H;299H ANDERSON;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003940267;;;355233055793515;;Active;Drive;12/7/2020 8:14:26 AM;10/31/2015 11:58:29 AM;10/31/2015 11:58:21 AM;Pe-1nf, Cascas, Gran Chimu, La Libertad
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;299I;AREQ 299I WILLIAM;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003940268;949114896;8951100320145238769F;355233055817306;;Active;Crash Detected;1/10/2019 7:14:25 AM;12/22/2018 8:02:31 AM;12/22/2018 8:02:49 AM;3S
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;304S;304S;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/13/2018 12:00:00 AM;000003940402;997378023;8951101632046404046;355233055816274;;Active;Parked;6/27/2019 12:39:13 PM;6/21/2019 5:15:07 PM;6/21/2019 5:18:36 PM;Mercaderes-46, Villa Maria Del Triunfo, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;3524;3524;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003941769;12365478;147852696;355233058613066;;Active;Input 3 OFF;12/7/2020 8:11:52 AM;4/10/2018 6:18:20 PM;4/10/2018 6:21:56 PM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;353Q;353Q;GenX 656BV;CLARO-PE;29,99;INTERNAL USE;Monthly;10/26/2021 12:00:00 AM;11/25/2021 12:00:00 AM;000003941820;00;000;355233058276948;;Active;;10/29/2021 11:11:45 AM;10/29/2021 3:11:31 PM;11/30/2020 3:35:20 PM;7791 NW 46TH ST
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;353Y;353Y;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/27/2020 12:00:00 AM;2/26/2020 12:00:00 AM;000003941831;974276737;8951101632056294758;355233058284462;;Active;Parked;2/5/2020 1:09:03 PM;2/25/2022 10:56:05 PM;2/25/2022 10:56:10 PM;Pje. La Nueva Esperanza 1527, Chimbote 02711, Peru
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;355Y;D8Q-855/BAJA;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003941887;;8951100320145238884F;355233058262617;;Active;Drive;6/6/2018 8:05:49 AM;4/1/2015 7:59:48 AM;4/1/2015 8:02:21 AM;Pe-28a, Ollantaytambo, Urubamba, Cusco, Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;35AI;35AI;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003942001;1254789;154789653;355233058263953;;Active;Input 3 OFF;12/7/2020 8:11:36 AM;4/10/2018 6:27:05 PM;4/10/2018 6:30:48 PM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;360I;SH-19 F8G-803;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;9/5/2023 12:00:00 AM;10/4/2023 12:00:00 AM;000003942022;953987383983;895110163936835335;355233058263623;;Active;First Fix;6/25/2024 6:15:20 AM;6/11/2025 7:38:55 PM;6/11/2025 7:39:17 PM;Av La Esperanza-47, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;361N;B8V-919 Pickup Mochi;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/13/2018 12:00:00 AM;000003942082;993571060;8951101232023140463;355233058581842;;Active;Parked;5/31/2019 8:24:27 AM;5/30/2019 3:42:09 PM;5/30/2019 3:45:10 PM;Av Pachacutec-48, Villa Maria Del Triunfo, Lima, Lima [Province]
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;361V;361V LIMA;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;12/5/2020 12:00:00 AM;1/4/2021 12:00:00 AM;000003942098;989751467;8951100320196666223F;355233058610385;;Active;First Fix;12/7/2020 8:05:33 AM;12/10/2018 6:29:26 PM;12/10/2018 6:29:16 PM;Victor Reynel
TSO Mobile Peru;TSO TRANSITO LABORATORIO;False;.;;Panic Button,;PLAN PROFESIONAL;Client;3624;3624/ALFREDO;GenX 656BV;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003942099;;8951101632045963224;355233058601434;;Active;Input 3 OFF;3/19/2018 8:06:12 AM;1/29/2018 10:03:19 AM;1/29/2018 10:05:39 AM;Av Pablo Carriquirry, San Isidro, Lima, Lima [Province]
